,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working%3F,Husbands_occupation,Standard-of-living_index,Media_exposure,Contraceptive_method_used
644,40.0,b'3',b'4',5.0,b'1',b'1',b'1',b'2',b'0',b'3'
645,30.0,b'2',b'2',6.0,b'1',b'1',b'3',b'1',b'0',b'3'
646,24.0,b'4',b'4',1.0,b'1',b'0',b'1',b'4',b'0',b'3'
647,36.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
648,17.0,b'2',b'2',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
649,28.0,b'1',b'2',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
650,27.0,b'2',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
651,21.0,b'3',b'3',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
652,30.0,b'2',b'2',4.0,b'1',b'1',b'2',b'4',b'0',b'3'
653,48.0,b'4',b'4',16.0,b'1',b'1',b'1',b'4',b'0',b'3'
654,29.0,b'2',b'4',3.0,b'1',b'0',b'3',b'3',b'0',b'3'
655,29.0,b'4',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
656,20.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
657,28.0,b'4',b'4',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
658,32.0,b'2',b'3',5.0,b'1',b'0',b'2',b'3',b'0',b'3'
659,27.0,b'3',b'3',1.0,b'1',b'0',b'3',b'3',b'0',b'3'
660,25.0,b'2',b'3',1.0,b'1',b'1',b'3',b'1',b'0',b'3'
661,43.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
662,35.0,b'4',b'4',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
663,30.0,b'4',b'4',1.0,b'1',b'1',b'1',b'4',b'0',b'3'
664,29.0,b'1',b'4',3.0,b'1',b'1',b'4',b'4',b'1',b'3'
665,33.0,b'3',b'4',8.0,b'1',b'1',b'3',b'4',b'0',b'3'
666,37.0,b'3',b'4',5.0,b'1',b'0',b'2',b'4',b'0',b'3'
667,27.0,b'2',b'4',3.0,b'1',b'1',b'4',b'4',b'0',b'3'
668,33.0,b'2',b'4',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
669,35.0,b'2',b'3',6.0,b'1',b'0',b'3',b'3',b'0',b'3'
670,20.0,b'3',b'3',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
671,26.0,b'2',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
672,24.0,b'3',b'3',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
673,45.0,b'1',b'3',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
674,34.0,b'3',b'4',4.0,b'1',b'1',b'1',b'3',b'0',b'3'
675,49.0,b'4',b'3',13.0,b'1',b'1',b'1',b'4',b'0',b'3'
676,33.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
677,33.0,b'3',b'3',8.0,b'1',b'1',b'3',b'4',b'0',b'3'
678,24.0,b'3',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
679,30.0,b'2',b'2',4.0,b'1',b'1',b'2',b'1',b'0',b'3'
680,27.0,b'2',b'4',4.0,b'1',b'1',b'2',b'1',b'0',b'3'
681,23.0,b'4',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'3'
682,35.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'3'
683,35.0,b'4',b'4',1.0,b'0',b'1',b'1',b'4',b'0',b'3'
684,40.0,b'4',b'4',2.0,b'0',b'0',b'1',b'4',b'0',b'3'
685,29.0,b'3',b'3',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
686,33.0,b'3',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
687,36.0,b'4',b'4',6.0,b'0',b'1',b'1',b'2',b'1',b'3'
688,36.0,b'4',b'4',4.0,b'0',b'1',b'1',b'4',b'0',b'3'
689,41.0,b'4',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
690,38.0,b'3',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
691,29.0,b'2',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
692,19.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'3'
693,34.0,b'2',b'3',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
694,26.0,b'2',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
695,22.0,b'4',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'3'
696,42.0,b'4',b'4',7.0,b'1',b'1',b'2',b'4',b'0',b'3'
697,27.0,b'3',b'4',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
698,27.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
699,39.0,b'4',b'3',1.0,b'1',b'0',b'2',b'2',b'0',b'3'
700,21.0,b'4',b'4',1.0,b'1',b'1',b'3',b'1',b'0',b'3'
701,36.0,b'2',b'3',7.0,b'1',b'1',b'3',b'3',b'0',b'3'
702,29.0,b'1',b'2',5.0,b'1',b'0',b'1',b'2',b'0',b'3'
703,29.0,b'2',b'3',4.0,b'1',b'1',b'2',b'1',b'0',b'3'
704,22.0,b'3',b'2',2.0,b'1',b'1',b'2',b'1',b'0',b'3'
705,20.0,b'2',b'3',1.0,b'1',b'1',b'2',b'1',b'0',b'3'
706,33.0,b'3',b'4',4.0,b'1',b'0',b'2',b'4',b'0',b'3'
707,27.0,b'3',b'3',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
708,25.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
709,25.0,b'4',b'3',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
710,32.0,b'2',b'3',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
711,39.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
712,31.0,b'3',b'3',3.0,b'1',b'1',b'2',b'1',b'1',b'3'
713,26.0,b'4',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
714,30.0,b'3',b'3',7.0,b'1',b'1',b'3',b'4',b'0',b'3'
715,43.0,b'3',b'3',5.0,b'1',b'0',b'3',b'3',b'0',b'3'
716,34.0,b'2',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
717,43.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
718,32.0,b'4',b'4',3.0,b'0',b'1',b'1',b'4',b'0',b'3'
719,41.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
720,32.0,b'4',b'4',3.0,b'0',b'1',b'1',b'4',b'0',b'3'
721,46.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'3'
722,40.0,b'3',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
723,21.0,b'4',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'3'
724,32.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
725,25.0,b'4',b'4',1.0,b'0',b'1',b'3',b'3',b'0',b'3'
726,24.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'3'
727,21.0,b'2',b'3',1.0,b'1',b'0',b'3',b'2',b'0',b'3'
728,22.0,b'4',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
729,32.0,b'4',b'4',4.0,b'1',b'1',b'1',b'3',b'0',b'3'
730,30.0,b'4',b'4',2.0,b'1',b'0',b'2',b'2',b'0',b'3'
731,25.0,b'1',b'2',2.0,b'1',b'1',b'2',b'1',b'0',b'3'
732,31.0,b'3',b'3',6.0,b'0',b'1',b'3',b'1',b'0',b'3'
733,19.0,b'2',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'3'
734,33.0,b'2',b'2',7.0,b'1',b'0',b'2',b'3',b'0',b'3'
735,24.0,b'2',b'2',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
736,19.0,b'3',b'3',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
737,27.0,b'2',b'2',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
738,32.0,b'4',b'4',2.0,b'0',b'0',b'1',b'4',b'0',b'3'
739,32.0,b'4',b'4',2.0,b'1',b'0',b'1',b'3',b'0',b'3'
740,29.0,b'1',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
741,23.0,b'3',b'4',1.0,b'1',b'1',b'2',b'3',b'0',b'3'
742,34.0,b'2',b'4',7.0,b'1',b'1',b'2',b'3',b'0',b'3'
743,27.0,b'2',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
744,37.0,b'4',b'4',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
745,26.0,b'3',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
746,31.0,b'2',b'3',7.0,b'1',b'1',b'3',b'3',b'0',b'3'
747,44.0,b'4',b'4',11.0,b'1',b'1',b'1',b'4',b'0',b'3'
748,35.0,b'3',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'3'
749,23.0,b'4',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
750,24.0,b'2',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
751,24.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
752,39.0,b'4',b'4',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
753,33.0,b'3',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
754,24.0,b'2',b'3',2.0,b'1',b'1',b'2',b'1',b'0',b'3'
755,35.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'3'
756,35.0,b'4',b'4',6.0,b'1',b'1',b'1',b'4',b'0',b'3'
757,34.0,b'4',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
758,48.0,b'3',b'4',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
759,28.0,b'4',b'4',1.0,b'1',b'1',b'1',b'3',b'0',b'3'
760,26.0,b'4',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
761,43.0,b'3',b'3',8.0,b'1',b'1',b'1',b'3',b'0',b'3'
762,28.0,b'2',b'2',5.0,b'1',b'0',b'2',b'4',b'0',b'3'
763,22.0,b'3',b'4',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
764,26.0,b'3',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
765,30.0,b'3',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
766,38.0,b'4',b'4',5.0,b'1',b'1',b'2',b'3',b'0',b'3'
767,44.0,b'4',b'4',8.0,b'1',b'1',b'2',b'4',b'0',b'3'
768,25.0,b'4',b'4',1.0,b'0',b'1',b'1',b'4',b'0',b'3'
769,34.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
770,26.0,b'4',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
771,20.0,b'4',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
772,39.0,b'4',b'4',2.0,b'0',b'1',b'1',b'3',b'0',b'3'
773,27.0,b'3',b'4',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
774,32.0,b'4',b'4',2.0,b'1',b'0',b'3',b'4',b'0',b'3'
775,48.0,b'3',b'4',8.0,b'1',b'0',b'1',b'4',b'0',b'3'
776,39.0,b'4',b'3',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
777,37.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
778,33.0,b'4',b'4',2.0,b'0',b'0',b'1',b'3',b'0',b'3'
779,32.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
780,25.0,b'4',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
781,37.0,b'4',b'4',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
782,40.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'3'
783,38.0,b'4',b'4',6.0,b'1',b'1',b'2',b'4',b'0',b'3'
784,36.0,b'4',b'4',4.0,b'1',b'1',b'1',b'4',b'0',b'3'
785,27.0,b'3',b'3',3.0,b'1',b'1',b'2',b'2',b'0',b'3'
786,22.0,b'1',b'3',2.0,b'1',b'1',b'3',b'1',b'0',b'3'
787,22.0,b'2',b'2',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
788,30.0,b'3',b'4',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
789,20.0,b'2',b'2',2.0,b'1',b'1',b'3',b'2',b'1',b'3'
790,34.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
791,31.0,b'3',b'4',5.0,b'1',b'1',b'3',b'1',b'0',b'3'
792,30.0,b'3',b'3',3.0,b'1',b'0',b'3',b'2',b'0',b'3'
793,44.0,b'3',b'4',5.0,b'1',b'0',b'1',b'4',b'0',b'3'
794,24.0,b'3',b'3',3.0,b'1',b'0',b'2',b'1',b'0',b'3'
795,19.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
796,28.0,b'4',b'4',5.0,b'1',b'1',b'2',b'4',b'0',b'3'
797,27.0,b'4',b'4',1.0,b'0',b'0',b'1',b'3',b'0',b'3'
798,29.0,b'3',b'3',3.0,b'1',b'1',b'2',b'1',b'0',b'3'
799,37.0,b'4',b'4',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
800,32.0,b'2',b'2',8.0,b'1',b'1',b'2',b'1',b'0',b'3'
801,21.0,b'2',b'2',1.0,b'1',b'1',b'4',b'3',b'0',b'3'
802,33.0,b'2',b'3',7.0,b'1',b'0',b'3',b'1',b'0',b'3'
803,23.0,b'2',b'3',2.0,b'1',b'1',b'3',b'1',b'0',b'3'
804,36.0,b'2',b'2',5.0,b'1',b'1',b'3',b'4',b'0',b'3'
805,33.0,b'2',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
806,35.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
807,25.0,b'2',b'3',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
808,29.0,b'2',b'4',4.0,b'1',b'0',b'2',b'4',b'0',b'3'
809,23.0,b'3',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'3'
810,19.0,b'3',b'3',1.0,b'1',b'1',b'2',b'1',b'0',b'3'
811,35.0,b'1',b'2',6.0,b'1',b'1',b'2',b'2',b'1',b'3'
812,25.0,b'3',b'3',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
813,40.0,b'3',b'4',6.0,b'1',b'1',b'1',b'3',b'0',b'3'
814,17.0,b'3',b'4',1.0,b'1',b'1',b'2',b'1',b'0',b'3'
815,25.0,b'2',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
816,24.0,b'3',b'3',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
817,23.0,b'4',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
818,25.0,b'2',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
819,30.0,b'1',b'3',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
820,31.0,b'1',b'1',3.0,b'1',b'1',b'4',b'2',b'1',b'3'
821,26.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
822,28.0,b'3',b'4',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
823,30.0,b'3',b'3',3.0,b'1',b'1',b'3',b'1',b'0',b'3'
824,29.0,b'3',b'4',5.0,b'1',b'1',b'1',b'2',b'0',b'3'
825,24.0,b'1',b'3',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
826,26.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
827,25.0,b'3',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
828,35.0,b'4',b'4',3.0,b'1',b'1',b'1',b'4',b'0',b'3'
829,22.0,b'4',b'4',1.0,b'1',b'0',b'2',b'4',b'0',b'3'
830,19.0,b'4',b'4',1.0,b'1',b'1',b'2',b'4',b'0',b'3'
831,29.0,b'2',b'3',5.0,b'1',b'1',b'2',b'4',b'0',b'3'
832,21.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
833,21.0,b'3',b'3',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
834,41.0,b'1',b'4',9.0,b'1',b'1',b'2',b'1',b'0',b'3'
835,37.0,b'2',b'4',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
836,27.0,b'4',b'4',3.0,b'1',b'1',b'3',b'4',b'1',b'3'
837,26.0,b'2',b'3',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
838,37.0,b'4',b'4',6.0,b'1',b'0',b'3',b'4',b'0',b'3'
839,25.0,b'3',b'3',3.0,b'1',b'1',b'2',b'1',b'0',b'3'
840,32.0,b'4',b'3',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
841,34.0,b'1',b'4',4.0,b'1',b'1',b'3',b'4',b'1',b'3'
842,23.0,b'4',b'4',2.0,b'1',b'0',b'2',b'4',b'0',b'3'
843,28.0,b'3',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
844,24.0,b'3',b'4',1.0,b'1',b'1',b'3',b'4',b'0',b'3'
845,32.0,b'2',b'3',4.0,b'1',b'0',b'2',b'2',b'0',b'3'
846,22.0,b'1',b'2',3.0,b'1',b'1',b'3',b'1',b'1',b'3'
847,25.0,b'3',b'3',1.0,b'1',b'1',b'2',b'1',b'0',b'3'
848,25.0,b'2',b'3',2.0,b'1',b'1',b'2',b'4',b'0',b'3'
849,38.0,b'2',b'3',3.0,b'1',b'1',b'2',b'4',b'0',b'3'
850,33.0,b'2',b'2',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
851,41.0,b'4',b'4',8.0,b'1',b'1',b'1',b'4',b'0',b'3'
852,29.0,b'3',b'3',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
853,22.0,b'3',b'4',1.0,b'1',b'0',b'1',b'4',b'0',b'3'
854,29.0,b'3',b'3',6.0,b'1',b'1',b'3',b'3',b'0',b'3'
855,26.0,b'3',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
856,28.0,b'2',b'3',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
857,27.0,b'4',b'4',1.0,b'0',b'1',b'3',b'4',b'0',b'3'
858,29.0,b'2',b'4',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
859,24.0,b'3',b'4',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
860,29.0,b'3',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
861,38.0,b'3',b'4',7.0,b'1',b'1',b'3',b'2',b'0',b'3'
862,23.0,b'3',b'2',2.0,b'1',b'0',b'3',b'2',b'0',b'3'
863,20.0,b'4',b'3',1.0,b'1',b'1',b'3',b'4',b'0',b'3'
864,32.0,b'1',b'4',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
865,25.0,b'2',b'3',2.0,b'1',b'1',b'3',b'1',b'0',b'3'
866,26.0,b'1',b'2',3.0,b'1',b'0',b'3',b'2',b'0',b'3'
867,23.0,b'1',b'2',3.0,b'1',b'1',b'3',b'2',b'1',b'3'
868,23.0,b'4',b'4',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
869,28.0,b'3',b'4',5.0,b'1',b'1',b'2',b'4',b'0',b'3'
870,22.0,b'4',b'4',3.0,b'1',b'1',b'3',b'2',b'0',b'3'
871,28.0,b'2',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
872,26.0,b'3',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
873,26.0,b'2',b'3',2.0,b'1',b'1',b'3',b'3',b'0',b'3'
874,24.0,b'4',b'3',3.0,b'1',b'1',b'3',b'3',b'0',b'3'
875,29.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
876,29.0,b'3',b'4',4.0,b'1',b'0',b'1',b'3',b'0',b'3'
877,42.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
878,27.0,b'4',b'4',2.0,b'1',b'1',b'3',b'4',b'0',b'3'
879,35.0,b'3',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
880,21.0,b'3',b'4',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
881,21.0,b'1',b'3',1.0,b'1',b'1',b'3',b'3',b'1',b'3'
882,22.0,b'3',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
883,28.0,b'3',b'3',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
884,22.0,b'3',b'4',1.0,b'0',b'0',b'1',b'4',b'0',b'3'
885,23.0,b'3',b'2',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
886,28.0,b'3',b'3',2.0,b'0',b'1',b'2',b'3',b'0',b'3'
887,30.0,b'4',b'4',3.0,b'0',b'0',b'2',b'4',b'0',b'3'
888,25.0,b'3',b'4',3.0,b'1',b'0',b'3',b'4',b'0',b'3'
889,33.0,b'4',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
890,33.0,b'3',b'4',6.0,b'1',b'1',b'3',b'2',b'0',b'3'
891,30.0,b'4',b'4',2.0,b'0',b'0',b'3',b'3',b'0',b'3'
892,22.0,b'2',b'4',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
893,38.0,b'3',b'3',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
894,35.0,b'4',b'3',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
895,34.0,b'2',b'2',4.0,b'0',b'1',b'3',b'2',b'0',b'3'
896,39.0,b'4',b'4',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
897,47.0,b'4',b'3',4.0,b'1',b'1',b'1',b'3',b'0',b'3'
898,38.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
899,43.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
900,21.0,b'3',b'3',1.0,b'1',b'1',b'2',b'2',b'0',b'3'
901,30.0,b'3',b'4',2.0,b'1',b'1',b'1',b'2',b'0',b'3'
902,27.0,b'3',b'4',2.0,b'1',b'1',b'1',b'3',b'0',b'3'
903,22.0,b'4',b'4',1.0,b'0',b'1',b'3',b'1',b'0',b'3'
904,25.0,b'1',b'2',3.0,b'1',b'1',b'2',b'3',b'0',b'3'
905,22.0,b'1',b'3',2.0,b'1',b'1',b'3',b'2',b'0',b'3'
906,28.0,b'4',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
907,25.0,b'3',b'3',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
908,26.0,b'4',b'4',2.0,b'1',b'0',b'3',b'3',b'0',b'3'
909,31.0,b'3',b'3',3.0,b'1',b'1',b'3',b'1',b'1',b'3'
910,32.0,b'1',b'3',4.0,b'1',b'1',b'3',b'3',b'0',b'3'
911,35.0,b'2',b'4',6.0,b'1',b'1',b'3',b'4',b'0',b'3'
912,24.0,b'2',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
913,28.0,b'4',b'4',2.0,b'1',b'1',b'1',b'4',b'0',b'3'
914,36.0,b'4',b'4',3.0,b'0',b'0',b'2',b'4',b'0',b'3'
915,47.0,b'4',b'4',5.0,b'1',b'1',b'1',b'3',b'0',b'3'
916,26.0,b'4',b'4',2.0,b'1',b'0',b'1',b'4',b'0',b'3'
917,22.0,b'3',b'4',2.0,b'0',b'1',b'3',b'4',b'0',b'3'
918,30.0,b'4',b'4',2.0,b'1',b'1',b'4',b'3',b'0',b'3'
919,41.0,b'4',b'4',5.0,b'1',b'1',b'1',b'4',b'0',b'3'
920,19.0,b'4',b'4',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
921,45.0,b'3',b'4',2.0,b'0',b'1',b'3',b'3',b'0',b'3'
922,35.0,b'1',b'2',5.0,b'1',b'1',b'2',b'2',b'1',b'3'
923,21.0,b'2',b'2',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
924,32.0,b'1',b'2',6.0,b'0',b'1',b'2',b'3',b'0',b'3'
925,32.0,b'3',b'4',5.0,b'0',b'1',b'3',b'4',b'0',b'3'
926,46.0,b'2',b'3',6.0,b'0',b'0',b'3',b'4',b'0',b'3'
927,41.0,b'1',b'2',6.0,b'1',b'1',b'3',b'3',b'0',b'3'
928,36.0,b'4',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
929,37.0,b'3',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
930,37.0,b'3',b'4',4.0,b'0',b'1',b'2',b'4',b'0',b'3'
931,35.0,b'4',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
932,29.0,b'2',b'3',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
933,28.0,b'4',b'4',2.0,b'0',b'1',b'2',b'4',b'0',b'3'
934,46.0,b'4',b'4',4.0,b'0',b'1',b'1',b'4',b'0',b'3'
935,34.0,b'4',b'3',3.0,b'0',b'1',b'2',b'4',b'0',b'3'
936,43.0,b'3',b'3',2.0,b'0',b'0',b'3',b'4',b'0',b'3'
937,28.0,b'4',b'4',3.0,b'0',b'0',b'3',b'4',b'0',b'3'
938,28.0,b'3',b'3',3.0,b'1',b'0',b'2',b'4',b'0',b'3'
939,34.0,b'4',b'4',6.0,b'1',b'1',b'2',b'2',b'0',b'3'
940,27.0,b'2',b'4',4.0,b'1',b'1',b'3',b'4',b'0',b'3'
941,36.0,b'1',b'3',6.0,b'1',b'1',b'3',b'2',b'0',b'3'
942,17.0,b'2',b'2',0.0,b'1',b'0',b'3',b'2',b'0',b'3'
943,21.0,b'3',b'3',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
944,25.0,b'2',b'2',1.0,b'1',b'1',b'3',b'1',b'0',b'3'
945,23.0,b'2',b'3',2.0,b'1',b'0',b'3',b'2',b'0',b'3'
946,25.0,b'2',b'2',1.0,b'1',b'1',b'3',b'3',b'0',b'3'
947,35.0,b'1',b'2',4.0,b'1',b'0',b'4',b'4',b'0',b'3'
948,32.0,b'3',b'4',4.0,b'1',b'1',b'3',b'2',b'0',b'3'
949,37.0,b'2',b'3',5.0,b'1',b'1',b'4',b'2',b'0',b'3'
950,31.0,b'3',b'4',4.0,b'1',b'0',b'3',b'3',b'0',b'3'
951,25.0,b'3',b'4',3.0,b'1',b'1',b'3',b'4',b'0',b'3'
952,26.0,b'3',b'4',4.0,b'1',b'1',b'2',b'4',b'0',b'3'
953,39.0,b'1',b'2',2.0,b'1',b'0',b'2',b'4',b'0',b'3'
954,21.0,b'3',b'3',2.0,b'1',b'1',b'2',b'3',b'0',b'3'
955,35.0,b'3',b'2',9.0,b'1',b'0',b'3',b'4',b'0',b'3'
956,20.0,b'2',b'2',1.0,b'1',b'1',b'3',b'2',b'0',b'3'
957,40.0,b'2',b'3',5.0,b'1',b'1',b'3',b'3',b'0',b'3'
958,41.0,b'3',b'3',7.0,b'0',b'1',b'2',b'4',b'0',b'3'
959,36.0,b'2',b'4',8.0,b'1',b'1',b'1',b'4',b'0',b'3'
960,40.0,b'2',b'4',3.0,b'0',b'1',b'3',b'4',b'0',b'3'
961,32.0,b'4',b'4',3.0,b'1',b'0',b'1',b'4',b'0',b'3'
962,24.0,b'3',b'4',4.0,b'1',b'1',b'2',b'3',b'0',b'3'
963,20.0,b'3',b'4',1.0,b'0',b'1',b'2',b'4',b'0',b'3'
964,32.0,b'4',b'4',4.0,b'1',b'0',b'1',b'4',b'0',b'3'
965,22.0,b'2',b'2',3.0,b'1',b'0',b'3',b'3',b'0',b'3'
966,30.0,b'3',b'3',4.0,b'1',b'0',b'2',b'2',b'0',b'3'
